pid	text	labels
1640.png	on ur way going to d church, u see someone beating ur mum like dis what would you do?	on ur way going to d church, {u {see {someone {beating {ur {mum {like {dis what would you do?
1642.png	muslims in 2001 muslim in congress 2019 defund homeland security	{muslims {in {2001 muslim {in {congress {2019 {defund {homeland {security
1644.png	dashing through the grass im coming to rape your ass	dashing through the grass im {coming {to {rape {your {sass
1645.jpg	i mean you're hot i can't say i agree with you but thanks you are too wanna trade nudes ya which ones do you hav i'll trade you  two justin bieber's if you have a danny devito only one business in the galaxy that gets you this rich	i mean you're hot i can't say i agree with you but thanks you are too wanna trade nudes ya which ones do you hav i'll trade you  two justin bieber's if you have a danny devito {only {one {business {in {the {galaxy {that {gets {you {this {rich
1648.png	would you look at that this dryer comes with a free dishwasher	would you look at that {this {dryer {comes {with {a {free {dishwasher
1650.png	donald trump is my bitch you stupid arrogant americans.!	{donald {trump {is {my {bitch you stupid {arrogant {americans.!
1652.png	what if i told you you and i should find a bed n get freak nasty	what if i told you you and i should {find {a {bed {n {get {freak {nasty
1654.png	i like my women like i like my subs 6 and 12	i {like {my {women {like {i {like {my subs {6 {and {12
1657.jpg	Sister friend typing sister friend Hi bhaiya	Sister friend typing {sister {friend {Hi {bhaiya
1659.jpg	jhut bologe to pakad lungi tab toh roj jhut bolunga	{jhut {bologe {to {pakad lungi {tab {toh {roj {jhut {bolunga
1662.png	you knew i was a snake when you let me in	{you {knew {i {was {a {snake {when {you {let {me {in
1663.jpg	TH*RKI BOSS…Permottion के लिए ** पड़ेगा मुझसे ...ठीक है सर ** लीजिये . Read full story on @3.idiotes	TH*RKI BOSSâ€¦Permottion à¤•à¥‡ à¤²à¤¿à¤ ** à¤ªà¥œà¥‡à¤—à¤¾ à¤®à¥à¤à¤¸à¥‡ ...à¤ à¥€à¤• à¤¹à¥ˆ à¤¸à¤° ** à¤²à¥€à¤œà¤¿à¤¯à¥‡ . Read full story on @3.idiotes
1664.png	wax on whacks off	{wax {on {whacks {off
1666.png	do you know how to use an oven! or do i need to dig up hitler so he can show you!	do you know how to use an oven! or do i need to {dig {up {hitler {so he {can {show {you!
1667.jpg	aree dada sasur ghar ma 9-9 thaiyaan bachaa aur pregnant biwi nichawar to lene ko padego	aree dada sasur {ghar {ma {9-9 {thaiyaan {bachaa {aur {pregnant {biwi nichawar to lene ko padego
1668.png	when someone tries to rape you but you rape him instead improvise. adapt. overcome	when someone {tries {to {rape {you {but {you {rape {him instead improvise. adapt. overcome
1672.png	get back in that oven you racist white bitch	{get {back {in {that {oven you racist {white {bitch
1674.png	sends 6 million to heaven knows jews are god's chosen people	{sends {6 {million {to {heaven knows {jews {are {god's {chosen {people
1678.jpg	dhinchakpooja_official Let's collaborate!im an Indian rapper #dhichakpooja Thodi Sharam karlo Bhen!	{dhinchakpooja_official Let's collaborate!im an Indian rapper #dhichakpooja {Thodi {Sharam {karlo {Bhen!
1682.jpg	YE KYA HO RAHA HAI BHAI?	{YE {KYA [HO {RAHA {HAI {BHAI?
1684.jpg	Chhota sa word hi to hai, thodi himmat karo aur bol daalo  send nudes	Chhota sa word hi to hai, thodi himmat karo aur bol daalo  {send {nudes
1686.jpg	Few movies released in 2017: RAEES KABIL HARAMKHOR TUBELIGHT	Few movies released in 2017: {RAEES {KABIL {HARAMKHOR {TUBELIGHT 
1687.jpg	kya hua beta phone charging pe lagaya hai kya?	kya hua beta {phone {charging {pe {lagaya {hai {kya?
1688.jpg	Wi-Fi Bluetooth Jio 4G Airplane Mode Portait Flashlight Location Cast screen NAILED IT	Wi-Fi Bluetooth Jio 4G {Airplane {Mode Portait Flashlight Location Cast screen {NAILED {IT
1690.jpg	First I fight for nation Then I do masturbation - Muthari Gandhi  @SWARAJAYA	First I fight for nation Then I do {masturbation - {Muthari {Gandhi  @SWARAJAYA
1692.jpg	mere college me mote boob wali ladki ka naam kya hai WAAH BHOSDIKE WAAH	mere college me {mote {boob {wali {ladki {ka {naam {kya {hai {WAAH {BHOSDIKE {WAAH 
1696.jpg	The number plate says it all.	The {number {plate {says {it {all.
1698.jpg	When a girl knows she is gonna fail this semester So she start giving professor hot looks @sab.chutzpah.hai	When a girl knows she is {gonna {fail this {semester So she {start {giving {professor {hot {looks @sab.chutzpah.hai
1699.jpg	She:be gentle its my first time me:share with your friends	She:be gentle its my first time {me:share with your friends
1700.jpg	Desisarcastictrolls mujhe Delhi ka CM Bna do CHUTIYA Hai Kya..? Chutiya hona zaruri hai kya.? BC desisarcastictrolls	Desisarcastictrolls mujhe Delhi ka CM Bna do CHUTIYA Hai Kya..? {Chutiya {hona {zaruri {hai {kya.? BC desisarcastictrolls
1704.jpg	AFTER EFFECTS OF"VIMAL GHUTKA" DAANE DAANE ME CANCER KA DUMM Bakchod Hu Mai	AFTER EFFECTS OF"{VIMAL {GHUTKA" {DAANE {DAANE {ME {CANCER{ KA {DUMM Bakchod Hu Mai
1706.jpg	Dane Dane me kesar ka dum  20 years later Mera naam Ajay he mene 20 saal Guthka chabaya, or ab mere muh me, kaan me, gaand me har gajah ched he AAO KABHI HAWELI PE	Dane Dane me kesar ka dum  {20 {years {later Mera naam Ajay he mene 20 saal Guthka chabaya, or ab {mere {muh me, {kaan me, {gaand {me {har {gajah {ched {he AAO KABHI HAWELI PE
1708.jpg	Limit Hoti He Lavdapanti Ki Truck Chada Do Mere Upar Ya Zeher Hai Kya? Chalo Fasi Hi Dedo? HASLE BETA OFFICIAL	{Limit {Hoti {He {Lavdapanti {Ki Truck Chada Do Mere Upar Ya Zeher Hai Kya? Chalo Fasi Hi Dedo? HASLE BETA OFFICIAL
1710.jpg	DAILY_OVER_DOSE MERA WALA DING DONG , DING DONG KARTA H MERA WALA MC BC, MC BC KARTA H	DAILY_OVER_DOSE MERA WALA DING DONG , DING DONG KARTA H MERA WALA {MC {BC, {MC {BC KARTA H
1712.jpg	Meanwhile in Kanpur @ultimategandu	Meanwhile {in {Kanpur @ultimategandu
1714.jpg	Desh Ki maa kisne Chodi? @swadesidankmemes	{Desh {Ki {maa {kisne {Chodi? @swadesidankmemes
1716.jpg	TIGER ZINDA HAI BLACKDEER @BLACKDEER Par mai to mar gaya na bhosdi ke	TIGER ZINDA HAI BLACKDEER @{BLACKDEER {Par {mai {to {mar {gaya {na {bhosdi {ke
1718.jpg	FACEBOOK I LOVE YOU BLOODY... DOWN MARKET SARAHAH YOUR EYES IS SO BEAUTIFUL  OMG..WHO IS DIS?? PING ME AT INBOX	FACEBOOK I LOVE YOU BLOODY... DOWN MARKET SARAHAH {YOUR {EYES IS {SO {BEAUTIFUL  OMG..WHO IS DIS?? {PING {ME {AT {INBOX
1723.jpg	Dever ji...नाराज मत हो चूसूंगी और ****भी***मरवा लुंगी तुमसे …Full comic uploaded on @3.idiotes.	Dever ji...à¤¨à¤¾à¤°à¤¾à¤œ à¤®à¤¤ à¤¹à¥‹ à¤šà¥‚à¤¸à¥‚à¤‚à¤—à¥€ à¤”à¤° ****à¤­à¥€***à¤®à¤°à¤µà¤¾ à¤²à¥à¤‚à¤—à¥€ à¤¤à¥à¤®à¤¸à¥‡ â€¦Full comic uploaded on @3.idiotes.  
1724.jpg	#GoAlert A pilot was sacked by us for tweeting "PM is an idiot". When we sacked him, he said "I was referring to Boris Johnso" But we refused to believe him and said"You can't fool us, we know which PM isan idiot" FLY SMART go	#GoAlert A pilot was sacked by us for tweeting "PM is an idiot". When we sacked him, he said "I was referring to Boris Johnso" But we refused to believe him and said"{You }can't {fool {us, {we {know {which {PM {is {an {idiot" FLY SMART go
1728.jpg	Damnn before garba after garba	Damnn before garba {after {garba 
1730.jpg	another victim of blue whale	another {victim {of {blue {whale
1732.jpg	When you are fat but you have 5 million in your bank account !	When you are {fat {but you {have {5 {million {in {your {bank {account !
1736.jpg	A 2012 study revealed that women are better drivers than men. Rakeah prasad The test was done by the same person who said the world will end in 2012	A 2012 study revealed that women are better drivers than men. Rakeah prasad The {test was {done {by the {same {person {who {said the {world {will {end {in {2012
1738.jpg	Undertaker entry theme plays by mistake Wrestler in Rings for Few sec:- Gand fatt gayi madarchod	Undertaker entry theme plays by mistake {Wrestler {in {Rings for Few sec:- {Gand {fatt {gayi {madarchod 
1740.jpg	DAD ARE WE IRISH? SHUT UP AND FINISH YOUR WHISKEY.	DAD ARE WE {IRISH? {SHUT {UP AND {FINISH {YOUR {WHISKEY.
1741.jpg	barber:what kinda cut you want?guy: ever played minecraft?barber:say no more fuam	barber:what kinda cut you want?guy: {ever {played {minecraft?{barber:{say {no {more {fam
1742.jpg	HER BRA BE STRONGER THAN  THE MOST RELATIONSHIP THESE DAYS instacomedy.com	HER {BRA {BE {STRONGER {THAN  THE MOST {RELATIONSHIP {THESE {DAYS instacomedy.com
1743.jpg	Don't evershare you feetings with strangers on internet.Me:	Don't {overshare {your {feetings {with {strangers on internet.{Me:
1750.jpg	Raise your hand if you think stress ball really work An Do Who needs a stress ball when you have boobs	Raise your hand if you think stress ball really work An Do {Who {needs {a {stress {ball {when {you {have {boobs
1752.jpg	The face of jealousy	The {face {of {jealousy
1754.jpg	MAY THE LIGHT OF LAMPS HARAMKHOR! SEEDHE HAPPY DIWALI BOLA KAR.	MAY THE LIGHT OF LAMPS HARAMKHOR! {SEEDHE {HAPPY {DIWALI {BOLA {KAR. 
1755.jpg	AIR DROP FOR GIRLS	{AIR {DROP {FOR {GIRLS
1756.jpg	WHEN WAS THE LAST TIME YOU SAW AN ASS SO PERFECT, YOU HADE TO MAKE A NOTE OF IT TOPPHYSIQUES.COM	WHEN WAS THE LAST TIME YOU {SAW {AN {ASS {SO {PERFECT, YOU HADE TO {MAKE A {NOTE {OF {IT TOPPHYSIQUES.COM
1757.jpg	AB BOLNA MC	{AB {BOLNA {MC
1758.jpg	WHEN SOMEONE SAYS " BOBITA JI AINT THAT HOT !" Aujar kaat sale ka!	WHEN SOMEONE SAYS " BOBITA JI AINT THAT HOT !" {Aujar {kaat {sale {ka!
1760.jpg	Relationship level - khatron ke khiladi	[Relationship {level - {khatron {ke {khiladi
1761.jpg	HONEY, PLEASE COME INSIDE WHEN YOU ARE DONE WATERING, I JUST UNLOCKED YOUR PHONE…  NEED TO TALK	HONEY, PLEASE COME INSIDE {WHEN YOU ARE {DONE {WATERING, I JUST {UNLOCKED {YOUR {PHONEâ€¦  {NEED {TO {TALK
1762.jpg	Ghalthi maaf Hai.DIFFERENT POLITICAL OPINION Nahi.. @f4nny.magn3t	Ghalthi maaf Hai.{DIFFERENT {POLITICAL {OPINION {Nahi.. @f4nny.magn3t
1764.jpg	Dr. Batra's Hair Transplant Over 60 lakh hair sucessfully transplanted Before After  DrBatra's	{Dr. {Batra's {Hair {Transplant {Over {60 {lakh {hair sucessfully {transplanted {Before {After  DrBatra's
1765.jpg	When a realative advices me not ot go outside due to cvid and next day I saw him in market Me -	When a realative {advices {me {not {to {go {outside due to cvid and next day I {saw {him {in {market {Me - 
1766.jpg	"KYA TUMNE KABHI KISI SE PYAAR KIYA ?'' KIYA AA.. KYA TUMNE KABHI KISI KO DIL DIYA? DIYA AA.. YE SAB KE LIYE TIME HAI, AADHAR CARD KON  LINK KRWAYGA TUMHARA BAAP? BHAGO BC... 	"KYA TUMNE KABHI KISI SE PYAAR KIYA ?'' KIYA AA.. KYA TUMNE KABHI KISI KO DIL DIYA? DIYA AA.. YE SAB KE LIYE TIME HAI, {AADHAR {CARD {KON  {LINK {KRWAYGA {TUMHARA {BAAP? {BHAGO {BC... 
1770.jpg	Arts lo.. Lawyer ban jao.. Commerce lo.. Accountant ban jao.. Science lo.. Chutiya ban jao..	Arts lo.. Lawyer ban jao.. Commerce lo.. Accountant ban jao.. {Science {lo.. {Chutiya {ban {jao..
